NumeroPedido;DtHoraPedido;DtHoraIntegracaoERP;Loja-Nome;Cod Loja;Bairro Entrega;CategoriaProduto;FormaPagamento;QTD.Itens;Qtd Unidades Devolvidas;NrItensCancelados;Peso Total (kg);ValorBrutoPedido(R$);Valor Desconto (R$);ValorLiquidoPedido(R$);HouveDesconto;CanalPedido;Dt Separacao Estoque;DtNotaFiscal;Dt_Despacho_Transportadora;DtEntregaCliente;Valor Frete (R$);TransportadoraResponsavel;SituacaoPedido;OBS
PA-2023-01737;12/14/2023 11:55 AM;12/14/2023 01:55 PM;Pata Amiga Joinville Sul;LJ-013;Costa e Silva;RAÇÃO;VALE PET;12;0;0;8.1;1.152,18;413,63;738;;APP;2023-12-16;2023-12-16;2023-12-19;2023-12-20;15,74;Logistica Propria;Entregue;
PA-2023-01740;12/14/2023 03:55 PM;12/14/2023 04:05 PM;PATA AMIGA JOINVILLE SUL;LJ-013;Jarivatuba;Petisco;pix;10;0;0;31,4;R$ 229,05;82,23;146,82;SIM;app;2023-12-16;2023-12-17;;;;TransPet Log;Aguardando despacho;embalagem para presente
PA-2023-01745;12/14/2023 03:15 PM;12/14/2023 04:05 PM;Pata Amiga Joinville Sul;LJ-013;Aventureiro;Higiene;Credito;7;0;0;23.0;281,27;R$ 100,98;R$ 180,29;sim;site;;;;;;;Pedido cancelado;embalagem para presente
PA-2023-01746;12/14/2023 03:23 PM;12/14/2023 04:43 PM;PATA AMIGA JOINVILLE SUL;LJ-013;Jarivatuba;higiene;Especie;;2;0;15.0;534.32;R$ 191,82;R$ 342,50;sim;App;2023-12-16;2023-12-16;2023-12-17;2023-12-18;45,07;Rapido Catarinense;Entregue;produto fora de linha - substituido
PA-2023-01727;12/14/2023 03:55 PM;12/14/2023 04:45 PM;Pata Amiga Itajai Praia/SC;;Itaipava;Servicos;Cartao de Debito;5;0;0;18.0;866,72;83,21;783,51;X;SITE;2023-12-16;2023-12-16;2023-12-21;2023-12-24;39,66;TransPet Log;Entregue;
PA-2023-01730;12/14/2023 11:47 AM;12/14/2023 04:47 PM;Pata Amiga Joinville Sul/SC;LJ-013;Costa e Silva;RAÇÃO;Dinheiro;4;0;0;1,9;;R$ 270,50;482.98;;SITE;2023-12-16;2023-12-17;2023-12-20;;;TransPet Log;Despachado - em transito;
PA-2023-01739;12/14/2023 03:15 PM;12/14/2023 05:15 PM;PATA AMIGA JOINVILLE SUL;LJ-013;Costa e Silva;PETISCO;Especie;7;0;1;15,4;178,36;64,03;R$ 114,33;SIM;loja fisica;;;;;;;Retirada na loja;conferir endereco com o cliente
PA-2023-01750;12/14/2023 05:05 PM;12/14/2023 05:25 PM;Pata Amiga São Bento do Sul;;Oxford;Petisco;Credito;5;0;0;13,6;198.89;71;127.49;SIM;site;2023-12-16;2023-12-16;2023-12-18;2023-12-21;48.75;Rapido Catarinense;Entregue;
PA-2023-01753;12/14/2023 05:12 PM;12/14/2023 05:32 PM;pata amiga itapoa;LJ-016;Balneario Itapoa;MEDICAMENTO;Boleto;3;0;0;8,1;426,53;R$ 153,12;R$ 273,41;true;APP;;;;;;;Pedido cancelado;
PA-2023-01744;12/14/2023 04:47 PM;12/14/2023 06:07 PM;Pata Amiga Joinville Sul;LJ-013;Aventureiro;RACAO;Cartao de Credito;4;0;0;7.6;679,60;R$ 243,98;R$ 435,62;V;site;2023-12-15;2023-12-15;2023-12-16;2023-12-18;24,76;TransPet Log;Entregue;
PA-2023-01736;12/14/2023 03:12 PM;12/14/2023 06:12 PM;Pata Amiga Joinville Sul;;Aventureiro;Higiene;CARTAO DE CREDITO;8;1;0;22,7;419,51;;268;SIM;Site;2023-12-15;2023-12-16;2023-12-20;2023-12-22;R$ 73,43;Correios;Entregue;pedido recorrente
PA-2023-01758;12/14/2023 01:35 PM;12/14/2023 06:35 PM;Pata Amiga Otacílio Costa;;Bela Vista;Acessorio;vale pet;2;0;0;7,8;144,21;R$ 0,00;144,21;F;LOJA FISICA;;;;;;;Retirada na loja;embalagem para presente
PA-2023-01734;12/14/2023 07:52 PM;12/14/2023 08:12 PM;pata amiga joinville sul;LJ-013;Jarivatuba;Ração;Vale Pet;11;0;1;5,0;1.991,92;715,10;1276.82;SIM;Loja Física;;;;;;;Retirada na loja;aguardando confirmacao de estoque
PA-2023-01766;12/14/2023 08:07 PM;12/14/2023 08:27 PM;Pata Amiga Sao Miguel do Oeste;;Agostini;Med.;PIX;3;0;;1,6;181,95;43,30;138,65;true;SITE;2023-12-15;2023-12-15;2023-12-20;2023-12-22;R$ 8,93;Entrega Expressa SC;Entregue;produto fora de linha - substituido
PA-2023-01728;12/14/2023 07:12 PM;12/14/2023 08:32 PM; Pata Amiga Brusque;;Limeira;Acessório;pix;4;;2;5.2;430.71;41;R$ 389,36;1;loja fisica;;;;;;;Retirada na loja;cliente pediu entrega no periodo da tarde
PA-2023-01742;12/14/2023 10:05 PM;12/14/2023 10:25 PM;Pata Amiga Joinville Sul/SC;;Aventureiro;Rac.;PIX;9;1;0;31,1;2034;730.27;R$ 1.303,90;Sim;Site;2023-12-15;2023-12-15;2023-12-17;2023-12-19;40,20;Logistica Propria;Entregue;
PA-2023-01732;12/14/2023 05:47 PM;12/14/2023 10:47 PM;pata amiga joinville sul;;;Hig.;BOLETO;8;0;0;33,0;275,19;R$ 98,79;R$ 176,40;;App Pata Amiga;2023-12-16;2023-12-17;2023-12-20;;;Correios;Despachado - em transito;aguardando confirmacao de estoque
PA-2023-01761;12/14/2023 10:50 PM;12/15/2023 01:50 AM;Pata Amiga Chapecó;LJ-029;Sao Cristovao;Petisco;Boleto;4;0;1;16.6;R$ 130,90;31,15;99,75;true;Whatsapp;2023-12-16;2023-12-16;2023-12-19;2023-12-21;R$ 36,99;Correios;Entregue;
PA-2023-01770;12/15/2023 12:35 AM;12/15/2023 02:35 AM;PATA AMIGA BRUSQUE;LJ-004;;Racao Seca;Pix;2;;0;5,9;R$ 309,89;R$ 27,89;282,00;SIM;app;2023-12-17;2023-12-17;2023-12-20;2023-12-22;24;Rapido Catarinense;Entregue;
PA-2023-01759;12/14/2023 11:05 PM;12/15/2023 04:05 AM;Pata Amiga Chapeco;;Efapi;racao;Cartao de Credito;8;0;0;19.5;R$ 1.027,26;244;R$ 782,77;true;App;2023-12-16;2023-12-17;2023-12-18;2023-12-20;65,37;Correios;Entregue;aguardando confirmacao de estoque
PA-2023-01775;12/15/2023 04:00 AM;12/15/2023 04:10 AM;Pata Amiga Tubarão;LJ-022;Humaita;RACAO;Boleto;4;0;0;10.4;865,14;60.56;804.58;true;Site;2023-12-16;2023-12-16;2023-12-20;2023-12-22;R$ 29,41;TransPet Log;Entregue;cliente pediu entrega no periodo da tarde
PA-2023-01772;12/15/2023 04:12 AM;12/15/2023 06:12 AM;Pata Amiga Jaragua do Sul;LJ-014;Jaragua Esquerdo;Medicamento;vale pet;4;0;0;11.3;548,69;55,42;493.27;true;;2023-12-17;2023-12-17;2023-12-24;2023-12-26;31.30;Rapido Catarinense;Entregue;pedido recorrente
PA-2023-01757;12/14/2023 10:55 PM;12/15/2023 08:55 AM;PATA AMIGA LAGUNA;;Centro;Petisco;Pix;3;0;2;2,0;R$ 93,05;R$ 2,14;90,91;Sim;APP;2023-12-17;2023-12-17;2023-12-20;2023-12-22;9,20;TransPet Log;Entregue;aguardando confirmacao de estoque
PA-2023-01768;12/15/2023 03:23 AM;12/15/2023 01:23 PM;Pata Amiga Blumenau Centro;LJ-001;Fortaleza;servico;CARTAO DE DEBITO;2;0;0;6.6;320;0,00;320;nao;App;2023-12-17;2023-12-18;2023-12-22;;;Rapido Catarinense;Despachado - em transito;
PA-2023-01773;12/15/2023 10:38 AM;12/15/2023 03:38 PM;Pata Amiga Florianópolis Norte;LJ-017;Trindade;brinquedo;Vale Pet;2;0;;4.7;156,53;R$ 0,00;156.53;nao;site;2023-12-17;2023-12-17;2023-12-19;2023-12-21;R$ 11,56;Logistica Propria;Entregue;conferir endereco com o cliente
PA-2023-01776;12/15/2023 07:25 AM;12/15/2023 05:25 PM;PATA AMIGA ARARANGUA;LJ-023;Centro;PETISCO;PIX;9;0;0;30.6;238.13;R$ 91,44;146,69;X;APP;2023-12-17;2023-12-17;2023-12-21;2023-12-24;44.55;TransPet Log;Entregue;embalagem para presente
PA-2023-01777;12/15/2023 05:55 PM;12/15/2023 06:45 PM;pata amiga araranguá;LJ-023;Centro;Racao Medicamentosa;Debito;7;0;0;26,9;R$ 557,42;214;-;1;;2023-12-18;2023-12-18;2023-12-22;2023-12-25;48.80;Entrega Expressa SC;Entregue;conferir endereco com o cliente
PA-2023-01769;12/15/2023 05:05 PM;12/15/2023 10:05 PM;PATA AMIGA ITAJAÍ PRAIA;LJ-003;Fazenda;servico;Debito;3;0;0;10,4;397,21;R$ 35,75;361.46;Sim;WHATSAPP;2023-12-17;2023-12-19;2023-12-22;2023-12-23;21,66;Logistica Propria;Entregue;pedido recorrente
PA-2023-01771;12/15/2023 09:07 PM;12/15/2023 11:07 PM;Pata Amiga Jaraguá do Sul;LJ-014;Barra do Rio Cerro;racao;Pix;2;0;0;8,4;R$ 414,75;41,89;R$ 372,86;X;App Pata Amiga;2023-12-18;2023-12-19;2023-12-24;2023-12-26;28.08;TransPet Log;Entregue;
PA-2023-01774;12/15/2023 08:12 PM;12/16/2023 01:12 AM;Pata Amiga Criciúma;LJ-021;Rio Maina;higiene;BOLETO;4;0;N/I;8.6;252;32,84;219,81;1;Loja Física;;;;;;;Retirada na loja;aguardando confirmacao de estoque
PA-2023-01785;12/16/2023 03:05 AM;12/16/2023 03:15 AM;Pata Amiga Tubarão;LJ-022;Centro;Higiene;Cartao de Credito;2;;0;2,4;51.49;6,44;45;1;SITE;2023-12-18;2023-12-18;2023-12-22;2023-12-25;11;Entrega Expressa SC;Entregue;
PA-2023-01784;12/16/2023 04:45 AM;12/16/2023 05:35 AM;Pata Amiga Criciuma;;Prospera;brinquedo;DINHEIRO;2;0;;3,9;128,34;14,76;R$ 113,58;X;App Pata Amiga;2023-12-18;2023-12-19;2023-12-23;2023-12-25;R$ 17,40;TransPet Log;Entregue;
PA-2023-01779;12/16/2023 07:10 AM;12/16/2023 07:45 AM;pata amiga gaspar;;Gasparinho;BRINQUEDO;CARTAO DE DEBITO;1;0;0;0,9;65;R$ 0,00;65,30;F;SITE;2023-12-18;2023-12-19;;;;TransPet Log;Aguardando despacho;
PA-2023-01782;12/16/2023 05:00 AM;12/16/2023 08:00 AM;Pata Amiga Palhoça;;Guarda do Cubatao;Petisco;Especie;;0;0;3,1;64.68;0.00;R$ 64,68;Nao;App;2023-12-17;2023-12-18;2023-12-21;2023-12-22;R$ 9,61;TransPet Log;Entregue;
PA-2023-01781;12/16/2023 08:25 AM;12/16/2023 11:25 AM;Pata Amiga Florianópolis Norte;LJ-017;Centro;Ração Medicamentosa;Boleto;1;0;0;0.4;R$ 130,33;0,00;130,33;Nao;Loja Física;;;;;;;Retirada na loja;
PA-2023-01787;12/16/2023 11:52 AM;12/16/2023 12:27 PM;Pata Amiga Laguna/SC;;Ponta das Pedras;Racao Medicamentosa;BOLETO;6;;2;22.8;443,82;R$ 55,48;R$ 388,34;SIM;loja fisica;;;;;;;Retirada na loja;
PA-2023-01778;12/16/2023 11:23 AM;12/16/2023 12:43 PM;Pata Amiga Timbo;;Centro;Acessório;BOLETO;1;0;;4.2;R$ 113,95;0;113.95;Não;Loja Fisica;;;;;;;Retirada na loja;produto fora de linha - substituido
PA-2023-01786;12/16/2023 08:30 AM;12/16/2023 06:30 PM;PATA AMIGA TUBARAO;LJ-022;Centro;Racao Seca;Vale Pet;6;0;0;3.6;841;R$ 105,15;736;SIM;Site;2023-12-18;2023-12-18;2023-12-21;2023-12-22;8.98;Entrega Expressa SC;Entregue;pedido recorrente
PA-2023-01780;12/16/2023 08:12 PM;12/16/2023 08:47 PM;pata amiga joinville sul;;Costa e Silva;MEDICAMENTO;Vale Pet;2;;0;1.1;135,17;0,00;R$ 135,17;Nao;loja fisica;;;;;;;Retirada na loja;aguardando confirmacao de estoque
PA-2023-01783;12/16/2023 04:45 PM;12/17/2023 02:45 AM;Pata Amiga Criciúma;;Sao Luiz;Ração;boleto;3;0;0;8,3;498;R$ 57,28;440.79;1;WhatsApp;2023-12-18;2023-12-18;2023-12-23;2023-12-24;R$ 15,57;Entrega Expressa SC;Entregue;
PA-2023-01795;12/17/2023 01:15 AM;12/17/2023 03:15 AM;Pata Amiga Ituporanga;LJ-010;Vila Nova;Higiene e Beleza;Cartão de Crédito;5;0;-;19.5;213.00;47.71;165,29;S;Loja Física;;;;;;;Retirada na loja;
PA-2023-01788;12/17/2023 07:00 AM;12/17/2023 07:20 AM;PATA AMIGA BLUMENAU CENTRO;LJ-001;Velha;Ração Medicamentosa;vale pet;3;0;0;4.2;428;75.87;352,79;true;App;2023-12-19;2023-12-19;2023-12-22;2023-12-24;R$ 14,18;Correios;Entregue;conferir endereco com o cliente
PA-2023-01798;12/17/2023 08:50 AM;12/17/2023 09:00 AM;Pata Amiga Criciúma;;Rio Maina;BRINQUEDO;dinheiro;2;0;0;6,4;R$ 122,87;R$ 0,61;122,26;SIM;;2023-12-19;2023-12-20;2023-12-23;2023-12-25;R$ 24,76;Correios;Entregue;
PA-2023-01792;12/17/2023 11:25 AM;12/17/2023 11:45 AM;Pata Amiga Taio;LJ-009;Centro;Hig.;boleto;8;0;0;6,0;496,98;111,32;385.66;SIM;Site;2023-12-19;2023-12-19;2023-12-22;2023-12-24;11,64;TransPet Log;Entregue;
PA-2023-01796;12/17/2023 04:05 AM;12/17/2023 02:05 PM;Pata Amiga Joinville Sul/SC;;Jarivatuba;Ração Medicamentosa;Boleto;2;0;0;1,6;190;1,33;189,33;S;WHATSAPP;;;;;;;Pedido cancelado;
PA-2023-01797;12/17/2023 01:12 PM;12/17/2023 04:12 PM;Pata Amiga Florianópolis Norte;LJ-017;Rio Vermelho;Hig.;pix;1;0;0;0.9;36,47;0,00;36.47;Nao;App Pata Amiga;2023-12-19;2023-12-19;2023-12-23;2023-12-25;R$ 7,48;Logistica Propria;Entregue;
PA-2023-01794;12/17/2023 06:55 AM;12/17/2023 04:55 PM;pata amiga ituporanga;;Centro;PETISCO;Pix;6;;0;18.2;R$ 278,61;R$ 62,41;216,20;SIM;;;;;;;;Retirada na loja;conferir endereco com o cliente
PA-2023-01789;12/17/2023 07:38 PM;12/17/2023 08:13 PM;Pata Amiga Blumenau Centro;LJ-001;Vorstadt;Rac.;VALE PET;4;0;;13.7;R$ 841,57;148,96;692,61;X;Loja Física;;;;;;;Retirada na loja;
PA-2023-01793;12/17/2023 07:05 PM;12/17/2023 09:05 PM;PATA AMIGA TAIO;LJ-009;Centro;Ração;CARTAO DE CREDITO;5;0;2;3.2;699;156;543.01;SIM;WHATSAPP;2023-12-18;;;;;Correios;Aguardando nota fiscal;produto fora de linha - substituido
PA-2023-01790;12/17/2023 07:47 PM;12/17/2023 09:47 PM; Pata Amiga Blumenau Centro;LJ-001;Itoupava Norte;racao;boleto;5;0;;7,6;R$ 668,34;118,30;550,04;S;WhatsApp;2023-12-20;2023-12-20;2023-12-24;2023-12-25;R$ 29,07;Rapido Catarinense;Entregue;
PA-2023-01791;12/17/2023 11:50 PM;12/18/2023 02:50 AM;PATA AMIGA ITAJAÍ PRAIA;LJ-003;Cabecudas;Acessorio;BOLETO;2;0;0;6.2;230,84;18,47;212.37;X;site;;;;;;;Pedido cancelado;pedido recorrente
PA-2023-01802;12/18/2023 05:23 AM;12/18/2023 06:43 AM; Pata Amiga Gaspar;;Figueira;RACAO;Pix;3;;0;3.6;R$ 483,51;R$ 0,00;483;false;loja fisica;;;;;;;Retirada na loja;
PA-2023-01799;12/18/2023 06:38 AM;12/18/2023 06:48 AM;Pata Amiga Blumenau Centro;;Fortaleza;Servicos;CARTAO DE DEBITO;2;0;0;1,3;R$ 302,80;0,00;R$ 302,80;Não;app;2023-12-19;2023-12-19;2023-12-22;2023-12-25;7;Entrega Expressa SC;Entregue;produto fora de linha - substituido
PA-2023-01807;12/18/2023 03:30 AM;12/18/2023 08:30 AM;Pata Amiga Santo Amaro da Imperatriz;LJ-020;Sul do Rio;RAÇÃO;Especie;3;0;;11.0;R$ 614,85;174,62;440.23;1;;2023-12-23;2023-12-24;2024-01-04;2024-01-08;R$ 27,81;Correios;Entregue;
PA-2023-01810;12/18/2023 12:52 AM;12/18/2023 10:52 AM;PATA AMIGA LAGES;;Coral;PETISCO;Cartao de Debito;2;0;0;2.7;R$ 46,75;0,00;46,75;N;LOJA FISICA;;;;;;;Retirada na loja;conferir endereco com o cliente
PA-2023-01804;12/18/2023 02:23 AM;12/18/2023 12:23 PM;Pata Amiga Joinville Sul/SC;;Costa e Silva;Brinquedo;Cartão de Crédito;3;0;0;6.0;131;0,00;131;false;Tel.;2023-12-19;2023-12-20;;;;TransPet Log;Aguardando despacho;
PA-2023-01806;12/18/2023 04:50 AM;12/18/2023 02:50 PM;Pata Amiga Santo Amaro da Imperatriz;LJ-020;Braco Sao Joao;Medicamento;Cartao de Debito;4;0;0;3,0;R$ 292,55;83.08;R$ 209,47;;APP;2023-12-21;;;;;Correios;Aguardando nota fiscal;embalagem para presente
PA-2023-01803;12/18/2023 02:38 PM;12/18/2023 03:13 PM;Pata Amiga Presidente Getúlio;LJ-008;Fundo Canoas;BRINQUEDO;pix;2;0;0;7.8;156,40;0,00;R$ 156,40;;APP;2023-12-20;2023-12-21;2023-12-24;2023-12-25;26;Entrega Expressa SC;Entregue;
PA-2023-01800;12/18/2023 02:45 PM;12/18/2023 05:45 PM;Pata Amiga Itajai Praia/SC;;Cabecudas;Serviço;CARTAO DE DEBITO;2;0;0;1.6;R$ 262,95;0,00;262;NAO;TELEFONE;;;;;;;Pedido cancelado;
PA-2023-01805;12/18/2023 04:00 PM;12/18/2023 07:00 PM;Pata Amiga Jaraguá do Sul;LJ-014;Barra do Rio Cerro;Acessorio;vale pet;2;0;1;6,2;164.75;R$ 0,00;164,75;NAO;site;2023-12-20;2023-12-20;;;;Logistica Propria;Aguardando despacho;conferir endereco com o cliente
PA-2023-01801;12/18/2023 07:07 PM;12/18/2023 07:27 PM;Pata Amiga Timbó;;Centro;Racao;boleto;4;0;0;6.3;808,82;R$ 99,48;;V;App Pata Amiga;2023-12-19;2023-12-19;2023-12-23;2023-12-26;R$ 25,27;Entrega Expressa SC;Entregue;
PA-2023-01808;12/18/2023 12:23 PM;12/18/2023 10:23 PM;PATA AMIGA SANTO AMARO DA IMPERATRIZ;;Sul do Rio;RAÇÃO;Boleto;2;0;0;2,4;455,34;129.32;326;;Loja Fisica;;;;;;;Retirada na loja;
PA-2023-01817;12/19/2023 01:00 AM;12/19/2023 01:35 AM;pata amiga gaspar;;Gasparinho;Racao Seca;Cartão de Débito;8;;1;24.8;1.290,96;282;1.008,24;;telefone;2023-12-21;2023-12-21;2023-12-25;2023-12-27;42,50;Rapido Catarinense;Entregue;cliente pediu entrega no periodo da tarde
PA-2023-01820;12/19/2023 12:00 AM;12/19/2023 02:00 AM;Pata Amiga Presidente Getúlio;LJ-008;Centro;Racao Seca;CARTAO DE DEBITO;1;0;0;1.5;140;0,00;R$ 140,35;Não;SITE;2023-12-20;2023-12-21;2023-12-31;2024-01-01;R$ 8,33;Rapido Catarinense;Entregue;embalagem para presente
PA-2023-01825;12/19/2023 12:47 AM;12/19/2023 02:47 AM;Pata Amiga Criciuma;;Prospera;Ração;DINHEIRO;8;0;0;24.7;1682;R$ 440,77;1241;sim;SITE;2023-12-21;;;;;Correios;Aguardando nota fiscal;pedido recorrente
PA-2023-01832;12/19/2023 02:52 AM;12/19/2023 03:02 AM;Pata Amiga Otacilio Costa;;Bela Vista;Petisco;vale pet;1;0;2;2,2;-;1.83;32,14;Sim;Site;2023-12-23;2023-12-24;;;;Correios;Aguardando despacho;produto fora de linha - substituido
PA-2023-01824;12/19/2023 03:20 AM;12/19/2023 04:10 AM;PATA AMIGA CRICIUMA;LJ-021;Prospera;Rac.;Vale Pet;7;0;0;28,9;845,50;R$ 221,52;R$ 623,98;sim;App;2023-12-21;2023-12-22;2023-12-24;2023-12-26;R$ 89,50;Entrega Expressa SC;Entregue;
PA-2023-01829;12/19/2023 06:00 AM;12/19/2023 06:10 AM;Pata Amiga Tubarao;LJ-022;Oficinas;Brinquedo;VALE PET;1;0;1;1.8;R$ 45,01;R$ 0,27;;X;loja fisica;;;;;;;Retirada na loja;
PA-2023-01831;12/19/2023 07:25 AM;12/19/2023 07:45 AM;pata amiga lages;;Coral;Hig.;PIX;6;;0;5.1;351,72;18,99;332,73;Sim;APP;2023-12-22;;;;;Logistica Propria;Aguardando nota fiscal;aguardando confirmacao de estoque
PA-2023-01809;12/18/2023 09:50 PM;12/19/2023 07:50 AM;PATA AMIGA TUBARAO;;Centro;Hig.;Especie;5;;1;16,5;201,02;R$ 19,30;R$ 181,72;true;Loja Física;;;;;;;Retirada na loja;embalagem para presente
PA-2023-01813;12/19/2023 08:15 AM;12/19/2023 09:35 AM;Pata Amiga Blumenau Centro;LJ-001;Vorstadt;Rac.;Cartão de Crédito;8;0;0;15,0;R$ 844,69;184,99;659.70;sim;App;2023-12-22;2023-12-22;2023-12-26;2023-12-30;R$ 26,54;Entrega Expressa SC;Entregue;conferir endereco com o cliente
PA-2023-01833;12/19/2023 07:52 AM;12/19/2023 10:52 AM;Pata Amiga Chapecó;LJ-029;;Brinquedos;Debito;;0;0;14.5;258.04;15,48;242,56;1;APP;2023-12-21;2023-12-21;2023-12-24;2023-12-26;31,96;TransPet Log;Entregue;conferir endereco com o cliente
PA-2023-01814;12/19/2023 09:50 AM;12/19/2023 11:10 AM;PATA AMIGA BRUSQUE;LJ-004;Limeira;petisco;Vale Pet;1;0;0;1.3;44,65;1,79;R$ 42,86;1;SITE;2023-12-21;2023-12-21;;;;Correios;Aguardando despacho;
PA-2023-01823;12/19/2023 06:40 AM;12/19/2023 11:40 AM;Pata Amiga Floripa Norte;;;medicamento;Cartão de Débito;4;0;0;7,9;525;-;510,21;true;APP;2023-12-21;2023-12-22;2023-12-25;2023-12-28;23,98;TransPet Log;Entregue;pedido recorrente
PA-2023-01816;12/19/2023 03:05 AM;12/19/2023 01:05 PM;PATA AMIGA GASPAR;;Bela Vista;Medicamento;VALE PET;7;0;0;19,8;469,92;102,91;367.01;Sim;app;2023-12-21;2023-12-22;2023-12-24;2023-12-26;R$ 45,84;Entrega Expressa SC;Entregue;
PA-2023-01826;12/19/2023 03:50 AM;12/19/2023 01:50 PM;Pata Amiga Criciuma;LJ-021;Rio Maina;petisco;CARTAO DE CREDITO;1;0;0;2.1;23.62;6,19;R$ 17,43;X;Loja Fisica;;;;;;;Retirada na loja;pedido recorrente
PA-2023-01821;12/19/2023 04:40 AM;12/19/2023 02:40 PM;Pata Amiga Jaraguá do Sul;LJ-014;Ilha da Figueira;Brinquedos;Cartão de Crédito;8;0;0;9.9;485,19;89,76;395,43;Sim;site;2023-12-20;2023-12-20;2023-12-22;2023-12-23;;Logistica Propria;Entregue;produto fora de linha - substituido
PA-2023-01812;12/19/2023 11:23 AM;12/19/2023 04:23 PM;Pata Amiga Blumenau Centro;LJ-001;Vorstadt;Rac.;DINHEIRO;1;0;0;4.0;R$ 95,44;R$ 20,90;R$ 74,54;;loja fisica;;;;;;;Retirada na loja;
PA-2023-01811;12/19/2023 04:35 PM;12/19/2023 05:55 PM;Pata Amiga Blumenau Centro;LJ-001;Progresso;PETISCO;PIX;6;0;0;13.8;179,41;R$ 39,29;140,12;Sim;App Pata Amiga;2023-12-21;2023-12-22;2023-12-27;2023-12-28;R$ 30,48;Rapido Catarinense;Entregue;embalagem para presente
PA-2023-01819;12/19/2023 04:55 PM;12/19/2023 06:15 PM; Pata Amiga Gaspar;;Poco Grande;Petisco;Cartao de Credito;13;1;0;19.4;R$ 292,25;64,00;228,25;V;App;2023-12-20;2023-12-20;;;;Correios;Aguardando despacho;produto fora de linha - substituido
PA-2023-01827;12/19/2023 01:25 PM;12/19/2023 06:25 PM;Pata Amiga Criciuma;LJ-021;Rio Maina;Ração;pix;10;0;0;4.3;1.061,92;278,22;;true;App Pata Amiga;2023-12-20;2023-12-20;;;;TransPet Log;Aguardando despacho;cliente pediu entrega no periodo da tarde
PA-2023-01818;12/19/2023 07:40 PM;12/19/2023 07:50 PM;Pata Amiga Gaspar;;Poco Grande;Ração Medicamentosa;Pix;4;;0;7,1;340,23;74,51;265,72;true;App;2023-12-21;2023-12-21;2023-12-23;2023-12-25;R$ 20,98;TransPet Log;Entregue;pedido recorrente
PA-2023-01830;12/19/2023 08:55 PM;12/19/2023 09:05 PM;PATA AMIGA ARARANGUA;LJ-023;Cidade Alta;Brinquedos;Vale Pet;4;0;0;9,8;166.97;9,85;R$ 157,12;SIM;SITE;2023-12-21;2023-12-21;2023-12-24;;;TransPet Log;Despachado - em transito;
PA-2023-01834;12/19/2023 09:00 PM;12/19/2023 11:00 PM;Pata Amiga São Miguel do Oeste;;Agostini;Acessorios;Dinheiro;4;0;0;6,6;R$ 290,12;17,41;272,71;S;;2023-12-21;2023-12-22;2023-12-24;2023-12-26;-;Rapido Catarinense;Entregue;produto fora de linha - substituido
PA-2023-01815;12/19/2023 09:55 PM;12/19/2023 11:15 PM;Pata Amiga Gaspar;LJ-007;Gasparinho;Medicamentos;Especie;4;0;0;16,1;513,16;112,38;400.78;SIM;Tel.;2023-12-21;;;;;TransPet Log;Aguardando nota fiscal;aguardando confirmacao de estoque
PA-2023-01822;12/19/2023 10:40 PM;12/20/2023 12:00 AM;Pata Amiga Jgua do Sul;LJ-014;Barra do Rio Cerro;Brinquedo;Pix;4;0;0;16,3;277.81;51,39;R$ 226,42;true;SITE;;;;;;;Pedido cancelado;conferir endereco com o cliente
PA-2023-01841;12/20/2023 12:05 AM;12/20/2023 12:15 AM;Pata Amiga Santo Amaro da Imperatriz;;Sul do Rio;Rac.;pix;5;0;0;20.8;R$ 798,86;212;R$ 586,36;X;Loja Fisica;;;;;;;Retirada na loja;
PA-2023-01828;12/19/2023 03:52 PM;12/20/2023 01:52 AM;Pata Amiga Criciúma;LJ-021;;RAÇÃO;CARTAO DE CREDITO;4;0;0;7.7;453.79;118.89;334;V;Loja Física;;;;;;;Retirada na loja;embalagem para presente
PA-2023-01835;12/20/2023 06:30 AM;12/20/2023 08:30 AM;PATA AMIGA BLUMENAU CENTRO;LJ-001;Salto do Norte;petisco;vale pet;4;;2;3.8;164,75;R$ 5,27;159,48;true;loja fisica;;;;;;;Retirada na loja;
PA-2023-01842;12/20/2023 10:50 AM;12/20/2023 11:25 AM;Pata Amiga Santo Amaro da Imperatriz;LJ-020;Braco Sao Joao;PETISCO;boleto;6;0;0;16.6;R$ 161,76;R$ 43,03;R$ 118,73;1;App Pata Amiga;2023-12-24;2023-12-25;;;;TransPet Log;Aguardando despacho;
PA-2023-01836;12/20/2023 12:40 PM;12/20/2023 01:00 PM; Pata Amiga Brusque;;Santa Terezinha;PETISCO;Cartao de Credito;1;0;0;0.9;24,75;R$ 0,00;24,75;N;Tel.;2023-12-21;2023-12-22;2023-12-27;2023-12-29;6,80;Rapido Catarinense;Entregue;aguardando confirmacao de estoque
PA-2023-01839;12/20/2023 04:20 PM;12/20/2023 04:40 PM;Pata Amiga Joinville Sul/SC;LJ-013;Jarivatuba;racao;Especie;3;0;0;6,7;669,13;53,53;;sim;site;2023-12-21;2023-12-21;2023-12-26;;;TransPet Log;Despachado - em transito;
